Geneid	VM-1	VM-2	VM-3	VM-4
YDL048C	11936.27	3183.25	12984.95	4510.27
YDR500C	4076	2107.1	4346.02	2669.75
YDR112W	0	0	0	2
YDR538W	1088	775	1146	1012
YDL011C	1.25	0	1	0
YDR355C	0	0	0	0.05
YDR301W	2678.86	2035.2	2877.53	2818.83
YDR412W	683.17	268	783	409
YDR530C	419.5	845.25	444	1241.83
YDR227W	2787.16	1612.17	3060.43	2330.79
YDR041W	955.42	547	1158.42	681
YDR015C	0	0	1	0
YDL008W	529	308	708	414
YDR234W	5563.24	1498.74	5383.47	2060.14
YDR511W	738	378	821	457
YDR519W	547.5	321	531	504.67
YDL086C-A	33	23	27.2	29
YDR250C	2	7	5	6
YDR465C	1791	427	1987.33	623.5
YDL001W	505.99	373.72	658.62	503.4
YDR454C	2894.5	1549	3214.5	2174.86
YDR013W	150.06	150.06	208.29	207.19
YDR076W	192.5	110	182.5	161.17
YDL095W	7008	5230.33	6616.08	6929.17
YDL007C-A	0	0	1	0
YDL130W	1853.25	851.5	1677.33	1084
YDR100W	933.5	681	957.58	872
YDR479C	534.25	873.5	537	1124.96
tS(AGA)D1	3	0.2	0.3	0.2
YDL117W	2171.25	1461.46	2720.83	2237.18
YDR140W	699	425	837	751
YDR381W	1394.33	973	1415.5	1416.67
tQ(UUG)D2	1.5	2.08	0.27	1
YDR327W	5	0.5	7	2
YDR062W	4864.31	3473.3	5149.85	4821.7
YDR143C	2955.43	1438.25	3125.15	2052.03
YDL172C	16.5	5	11	6
YDL053C	1464.67	979.5	1464.38	1321.33
YDR223W	35	22.42	41.83	43.46
YDL037C	15861.51	7062.65	18937.78	10178.78
YDL167C	2702.31	1167.67	3194.17	1981.25
YDR246W-A	44	50.5	45.5	38
YDR371C-A	0	0	2	1.17
YDR517W	1168	796	1009.5	1170.33
YDL226C	937	613	844	848
YDR467C	39.5	22.5	45	46.5
YDL134C	1948.21	1654.5	2201	2404.54
YDR117C	1371.83	1039.6	1605.56	1506.42
YDR314C	644.25	524	707.52	689.75
YDR440W	509.22	388.42	645.25	617.75
YDR303C	1797.75	1419.42	2089.54	2155.5
YDL078C	1676	1199.08	1869	1794.87
YDL238C	625	597	572.25	863
YDR529C	3752	2657	4697.89	3501.33
YDR437W	230	170.5	248.5	211
snR47	453	195	401	292
YDL196W	22.5	14	17	14.5
YDR452W	4302.42	2216.31	4607.83	3072.28
YDR445C	0.67	2	1.5	2
YDR347W	1314.17	476.19	1415.81	724
tQ(UUG)D1	0	3	4.27	0
YDR490C	1164.72	1191.05	1307.95	1618.57
YDR516C	1149.33	794.5	1186.67	1061.5
YDR509W	0.64	0.05	0.5	1.02
YDL193W	924	624.25	965.25	902.2
YDL137W	2126	2021.95	2522.9	2869.83
YDL118W	1	1	0	1
YDR235W	1125.62	1126.33	1482.23	1538.5
YDR233C	16443.2	10484.8	16882.52	13564.05
YDR388W	2739.4	2282.83	2742.12	3158.08
YDR209C	2	4	2	5
YDR049W	964.76	590.96	1165.25	804.83
YDL194W	898.25	561.92	1006.83	874.5
YDR021W	715.54	281.1	979.71	447.79
YDR353W	3931.17	2447.5	3917.42	3450.7
YDR051C	891.42	447.17	1047	674.1
YDR288W	541	368	634	489
YDR141C	5264.79	4019.3	5530.04	5432.21
YDR194C	4634.52	1962.42	5323.81	2867.1
YDR424C	195	97	215.38	152
YDR054C	2201	1268.12	2659.12	1871.5
YDR122W	2179.27	2400.5	2256.31	3235.58
YDR184C	1861.06	1087.17	2863.94	1620.33
YDR183C-A	129	52	219.11	138
YDL240W	1420	1366.25	1508.21	2050.47
YDR056C	1488	728.25	1669	1069
YDR541C	779.67	526	887.5	776.33
YDL042C	739	471.42	841.3	694.47
YDR185C	270	257.33	321	323.12
YDR328C	2413	1638	2824.5	2361.5
YDR280W	725.35	422.25	810	577.5
tV(UAC)D	94.5	103	111	131
YDR098C	1330	826.12	1463.5	1172
YDR005C	1076.11	915.54	1290.05	1333
YDR423C	1022	880.1	1063.5	1333.25
YDR017C	3189.5	1708.81	3833	2438.78
YDR419W	522.79	397.67	714.07	575.5
YDR444W	335.42	191.25	357.58	264
YDR341C	7471.5	3330.33	8387.17	4577.7
YDR154C	3873	3255.17	3777.17	4325
YDR464W	2637.79	1700.56	3006.79	2461.94
YDR132C	435	240.5	490.6	378.92
YDL210W	67	24.33	59	49
YDR395W	6641.39	3147.5	7124.81	4548.5
YDL222C	356	589.5	279	721
YDR372C	1248.06	1046.25	1624.33	1551.06
YDR325W	1113.08	1027.81	1332.18	1540.12
YDR216W	5615.79	5243.64	5879.56	7261.31
YDR082W	256.58	137.5	304.44	211.4
YDL224C	3356.54	2444.04	3179.53	3158.48
YDR498C	1128	750.75	1234.75	989
YDR010C	6	2	0	0
YDR006C	5544.39	4194.86	6085.13	6049.42
YDR182W	2266.75	1740.36	2757.84	2407.5
YDL102W	1682.23	663.06	1920.5	1060.67
YDL179W	79	84.17	87	84.11
YDL067C	560	297.5	539.5	432.5
YDR030C	170.5	115.25	211	132.25
YDR020C	676	346	891.17	473
YDR527W	876	365.22	968.97	579.51
YDR333C	1734.5	1116.77	1897.75	1668.17
YDL093W	527.17	339	543.67	441.17
YDL043C	309.92	200	396.57	272.5
YDR139C	415.25	235	537.25	352
YDR322C-A	988	755.25	1271	1129.5
YDL130W-A	644	1062	877.5	1382
YDR210W	505.85	1135.11	631.05	1440.17
YDR260C	146	101.33	218.03	132
YDL017W	596.25	372	741.25	509.17
YDR073W	501.31	495.25	572.36	700
YDL069C	210.75	119	279	202
YDR455C	0	1	0	0
YDR461W	9419.87	5616.58	10155.65	6870.37
YDR435C	326	480	439	728
YDL063C	2165	722	2622.6	1160.03
YDR121W	662.22	328.03	860.67	535
YDR178W	2789.36	2891.33	3104.33	3966.12
YDL013W	652	451.05	713.25	628.72
YDR534C	662.72	552.5	586.67	709.46
YDR392W	397	229.25	566	407.67
YDR034C-A	2.05	9.33	6	7
YDL132W	4513.88	3728.07	4920.66	5176.75
YDR535C	106	55	98	85
YDR202C	523.7	385.12	680	571.11
YDL050C	0	0	1.5	0.25
YDR524C-A	5.5	2.5	7.5	6.5
YDL109C	668.44	430.38	718.7	579.75
YDR211W	4175.95	2134.5	4921.47	3158.75
YDR110W	949.46	461.33	1124	688.27
tG(CCC)D	1	1	1	0
YDR274C	7	7	7	5.35
YDR167W	273.1	151.33	355.17	219.72
YDR156W	1454.05	853.33	1377.25	1100.5
YDL223C	1898.12	1980.31	1955.46	2843.72
YDR075W	496.12	208	654.25	351.17
YDR039C	3325.07	4173.65	3471.84	6020.72
YDL088C	2395.33	1546.03	2910.35	2150.12
YDL129W	473	150	493	260
YDL215C	2764.88	1993.79	3076.62	2887.5
YDR297W	2856.11	1386	3122.17	2040
YDR131C	823.33	505.19	1003.17	713.67
YDR230W	14	7	5.15	7
YDR348C	1600.5	1285	1843.25	1701.5
YDL169C	42.12	67.5	41.75	83.25
YDR007W	274.93	190.5	268.28	261
YDL195W	22302.5	15302.49	22830.89	19635.21
YDR263C	496.47	282.5	590.5	323.61
YDR220C	6.5	13	17	14
YDR429C	2552.11	1288	3080	1816.9
YDR119W-A	69	51	86	87
YDR421W	991.99	680	1165.5	1039.75
YDL186W	1	4	4.5	7.07
YDL198C	1785.33	1252.75	1767.25	1563
YDL120W	1196	819	1284	1117
YDR379W	1761.28	1765.94	2097.27	2399.97
YDL029W	2429.25	2411.75	2515.5	3279
YDR205W	1821.15	1293.99	1921.12	1738.5
YDR094W	351.33	221	379.5	302.33
YDR369C	492	390.98	572.7	604.41
YDR088C	569	370.5	758.5	593.5
YDR411C	1500.25	1389	1503.83	1830
YDR441C	2058	1271	2275.33	1691
YDR446W	3.08	2	3	4
YDL183C	256	144.04	339.5	216
YDR194W-A	0	1	1.11	0
YDR114C	2.17	4	2	2
YDR442W	0	0	1.22	1
tK(CUU)D2	0.5	1	1.5	2
YDL059C	96.36	97.5	122.14	136.5
YDR016C	179	158.25	224	263
YDR430C	3016.17	1215.5	3152	1757.04
YDR366C	19.18	9.44	9.93	6.5
YDR374W-A	167.5	188	150	258
YDR293C	11169.52	11795.15	11919.69	15678.86
YDR459C	442.2	348	435	448.33
YDR022C	139	168	198.75	230.88
YDR217C	1987.24	807.91	2339.02	1242.79
YDR052C	2125.26	1388.62	2513.5	2009.18
YDL027C	1646.42	2358.76	2127.12	3480.58
YDR104C	1001.24	740.74	1179.51	1085.06
YDL136W	7240.33	2830.75	8461.78	3960.42
YDR248C	648	373.25	735	508.5
YDR078C	132	108	137.5	150.83
YDR068W	586	299.25	763.67	445.5
YDL080C	1075	762.25	1251.51	967.5
YDR461C-A	62	68	72	114
YDR252W	114	79	130.5	113.11
YDL046W	4596.75	3230	5122.5	4214.67
YDR540C	43.1	61	51.3	97
YDR181C	355	246.1	391.1	315
YDL200C	158	99	218	167
YDR108W	795.56	636.89	922.46	869.82
YDR337W	446.25	199.5	550.72	248
YDR356W	579	555.33	706.99	755.67
YDL235C	1670.17	1224.17	2052	1684
YDR320W-B	48.5	49.83	34.17	64.98
YDL245C	1.5	1	3.08	4.75
YDR170W-A	24706.52	9798.25	32272.92	15975.83
YDR210W-B	15933.9	15167.47	21739.04	22818.61
YDR210C-D	78567.96	52925.83	124509.53	98640.7
YDR316W-B	28356.76	24220.92	42384.81	40608.26
YDR261C-D	67385.12	48685.96	89415.88	73748.07
YDR210C-C	1833.16	1289.03	2147.68	1825.34
YDR261C-C	21213.81	14855.96	27659.01	23286.68
YDR261W-B	26933.7	28453.36	37393.82	44000.37
YDR365W-A	13465.99	9008.6	17716.53	14874.29
YDR316W-A	1033.89	869.02	1354.69	1413.79
YDR261W-A	4148.53	4462.85	5565.57	6612.3
YDR365W-B	72403.3	49723.48	88433.14	72671.59
YDR098C-B	48344.77	47257.55	66344.3	76498.21
YDR098C-A	3313.61	3982.79	3770.95	5758.55
YDR210W-A	3182.18	3146.29	4436.55	4925.16
YDR034C-D	24865.65	20411.23	33000.56	31288.25
YDR034C-C	8021.76	6858.14	11309.19	10683.53
YOR185C	774	1166	895	1661
YOR237W	14.39	34.25	26.47	55.91
YOL048C	562.5	810	666	1124
tG(GCC)O1	0	0	0	0
YOL144W	717.37	246	920.44	406.5
snR8	1195	877.25	1153.5	988.83
YOR082C	4.5	2.5	3	2
YOL072W	937.33	635	1231.25	990.82
YOR114W	165.5	207.83	202	373
YOL085C	0	2	0	1
YOR385W	1518.25	2359.25	1964.83	3278.9
YOR214C	7	2	10.5	8
YOL119C	1462.06	700	1429	971.08
YOR019W	90.96	194.85	99.46	307.35
YOR206W	3508.92	1577.5	4056.87	2172.4
YOR345C	18	19	34	27
YOR341W	18864.08	6572.58	20119.02	9399.3
YOL088C	1145	911	1375.14	1162
YOR392W	5.42	8.17	7.33	10.83
YOR160W	1771.07	1243.55	1861	1670.14
YOR084W	163.06	187.58	173.97	218.4
YOR039W	1113.08	819.5	1437.83	1181.17
YOR264W	228.44	148	281.25	213.33
YOR281C	703.11	346	940.75	495
tK(UUU)O	35.73	20.33	25.17	28.67
YOR230W	5091.25	5969.92	5346.03	8015.08
YOR144C	917.58	577	1126.5	877
YOL081W	17580.2	13913.57	18024.14	18957.65
YOL052C	3134	1364.12	3550.38	2025
YOR285W	1413.25	1412.5	1670.75	1905
YOR058C	1269.33	1220	1616.36	1724.07
YOR270C	8671.5	4548.08	8408.19	6021.35
YOL154W	192	190	244.17	284
YOR115C	691	469	802	668
YOL003C	1308	706.69	1383.5	994
YOR258W	213	98	262	180
tN(GUU)O2	2.1	1	3.18	4.2
YOL103W	2885.73	1582.42	3055.65	2315.5
YOR215C	1032	797.5	1364.33	1244.17
YOL095C	571.25	1047	658	1564
YOL063C	1308.75	942.33	1320.58	1349.17
YOL079W	3	1	0.17	1
YOR389W	341.5	201	334	262
YOR231W	2351.56	1818.73	2369.93	2320.44
YOR021C	554	198	651	298
YOR139C	10	4	3	5
YOR120W	1171.26	658.75	1376.5	993.4
YOL038W	2005	1374	2293.89	1973.33
YOR023C	2743.25	2169.5	2927.5	2905.25
YOL124C	714	278	794.16	395.06
YOR212W	2194.25	1761.75	2390.82	2494.17
YOL013W-A	19.25	8.94	10.89	8.6
YOL120C	8761	4415	8901.15	5827
YOR181W	2712.58	2708.07	2721.88	3325.68
YOR333C	1	1	5	3
YOR335C	9131.25	4017.12	9333	5506.5
YOL046C	0	2	0.25	1.67
YOL029C	624	265	765	385.83
YOL155W-A	1.25	11.5	1.25	10
YOR072W	44.5	34.5	62	46.17
YOL161C	2.04	1.81	2.21	9.08
snR58	68	31	68	55
YOL122C	2088	1283	2069	1786
YOR252W	127.17	59	207	73
YOR157C	1464	967.5	1596.75	1366.5
YOL107W	519.5	728.5	540	960.67
YOR274W	877	368.1	1062	594.5
YOL013W-B	1	0.12	5.17	3
YOR343C	315	1978	319	2455
YOR093C	2665.5	2025.25	3052.6	2857.67
YOR381W-A	43	17	47	50.2
YOL065C	464.25	452	526	607
YOR092W	2337.75	1253.25	2538	1682.6
YOR207C	6160.72	4337.67	7050.25	6377.25
YOR365C	16	6	7.67	11.5
YOL005C	1005	627	1103	877
YOL020W	2974.55	1630.17	2946.42	2221.25
YOL053W	333.17	189	429.33	270.52
YOL117W	320.75	323.25	361	455.24
YOR038C	1185.25	805	1354.93	1171.75
YOR303W	6711	3959.83	7218.5	5545
YOR137C	965	1409.75	1084	2016.33
YOL034W	582.43	396.1	656.32	472.86
YOR052C	2228	2952	2768.75	4121.5
YOR190W	39.06	21.33	33	29
YOL039W	2482.33	1174.25	2271.12	1495.17
YOR349W	1562.55	950.5	1564	1313.44
YOL090W	2050.13	1964.57	2411.44	2946.75
YOR271C	2634.67	1205.25	2678.06	1621.25
YOR173W	220	361.11	227	547
YOR106W	905.29	657	1206.38	987.67
YOR108W	5606.25	1660.33	5917.5	2160.4
YOR059C	420	327.75	458.5	496
YOL149W	551.33	318.5	725.25	439.33
YOR121C	775	661	843.83	894.5
YOL106W	51.75	75.32	52.23	94.57
snR9	1878.5	1147.2	1628	1366.75
YOR295W	164	77.25	205	152
YOR203W	644.25	429.33	698.5	549.5
YOR132W	1080.92	1239.12	1110.79	1788.73
YOR216C	1270.25	753	1575.75	1142.17
YOR099W	2304.37	1912.54	2416.82	2564.14
YOR001W	1863.07	916.07	2077.33	1229.27
YOR009W	1152.62	517.37	1252.72	676.65
YOR204W	8075.08	4896	7298.8	6202.22
YOR209C	3101.75	2948	3400.25	4122
YOR284W	146	180	188	284.5
YOR036W	388.12	942.5	489	1178.08
YOR154W	1400.35	682.12	1624.5	910.75
YOR048C	4132	1899	4449.6	2690
YOL073C	647	468.75	623	666.75
YOL152W	586	366.5	743.2	550.42
YOL101C	271	43	280	85
YOR085W	5695.17	3671	5911.58	4904.9
YOR227W	4370.08	5215.44	4678.92	7046.56
YOR159C	139	85	167	118
YOR146W	0.17	2	3.91	0
YOR372C	1255.72	1656.5	1472.14	2301.17
YOR112W	2007.96	1393	2385.03	2105.62
YOR387C	6	0	9.5	4
YOR229W	1427.33	629.67	1658.58	900.95
YOR068C	3	0	4	1
YOR376W-A	54	31	56	61
YOL050C	0	1	2	0
YOR342C	3454.1	2855	3917	3778.38
YOL035C	1	1	3.5	3.17
YOR251C	796	485	909	657.5
YOR041C	68	21	59.5	46
YOR130C	306	663	341	957
YOR119C	454	191	495	239.5
YOL166C	6.17	7	3	10
YOR008C	2790.5	1941	3075.5	2576.58
YOL011W	3208	2177.45	3211.53	3161.64
YOR248W	2300.75	1068.33	2458.17	1312.92
YOR202W	1256.07	789.83	1335.5	1054
YOR266W	498	189	568	287.11
YOR140W	2618.33	1917.07	2581.79	2524.87
YOR004W	1298.83	478	1600.5	660.67
YOR308C	773.42	366	950	537.33
YOR032C	116	59	165.17	83.83
YOR311C	1305.83	893	1243.08	1247
YOL019W	1504.1	5088.29	1801.5	7120.08
YOL138C	3000	1801.44	3193	2458.5
YOL151W	770	1728.5	881.5	2543.25
YOR330C	1259	768.29	1248.56	1064.25
YOR379C	63	28	19	39
YOR142W	5053.38	4518.28	5303.16	6064.83
YOR268C	6	4	6	11
snR81	973.83	673.83	1017	812.83
YOR017W	1249.47	754	1534.5	1095.67
YOR394W	6.75	4.83	11.75	4.34
YOL134C	2	1	3	2
YOR002W	4099.62	2935	4404.25	4231.46
YOR194C	578	353	786	527.08
YOR298C-A	1853.5	1649.5	2064.5	2311.5
YOL069W	308.06	251.67	458.92	449.08
YOR014W	6017.29	5258.19	6533.37	7478.37
YOR346W	1243	591.4	1463.37	945.75
YOR044W	817.12	547.33	984	797.03
YOR275C	1493.6	1579	1839	2166
YOR174W	326.5	257.11	373.25	359
YOR336W	3085.65	2723.5	3175.17	3749.75
YOL094C	956	369	1066	504
YOR122C	6440.75	5418.58	7008.92	7025
YOR256C	1728.25	1255	1810.5	1965
YOL137W	815.11	311.92	842.76	434
YOR350C	707.33	492	694.33	685
YOR196C	435.25	298	477.38	441.12
YOR380W	556	560.5	563	699.5
YOR314W-A	0	1	1	2
tA(UGC)O	0	0	0	0
YOL097W-A	61	26	57	27
YOR376W	11	8	10	5.5
YOR369C	3115.75	1285	3030	1723
YOL132W	19	6.5	19.5	12
YOR296W	1540.27	1222.67	1726.1	1798.08
YOR260W	5532.5	3257.83	5826	4614.34
YOR373W	547.17	680	629.14	907.25
YOR163W	1628.33	1390	2063.5	1924
YOR029W	4	5.06	6.2	1
YOL042W	574.37	447	787.25	673.5
YOR316C	2582	1380.25	2820.75	1811
YOR326W	8239.59	6983.48	8916.6	9301.83
YOR293C-A	0	0.12	0	1
YOL036W	4680.75	4187.77	5491.56	5809.58
YOR072W-B	3.56	1.67	3.53	1.13
YOR332W	3560.5	2397	3656.5	3261.04
YOL002C	611	246	599.29	358
YOR193W	585.5	320	812.67	606.5
YOR243C	2254	870	2564	1209
YOR126C	384.33	466	357	564
YOR070C	1765	1590	2091.81	2240.5
YOR328W	1218.5	1125.5	1272.35	1489.75
YOL056W	301.29	162.5	310	219.55
YOR098C	6828.75	3471	7094.5	4736.08
YOL110W	162	133	122.17	156.67
YOR213C	576	526.1	692.05	735.05
YOR253W	667	359.5	809	504.35
YOR008C-A	3	0	2.06	2
YOL113W	608.98	836	712	1208.09
YOR060C	266.5	169.5	298	257
YOL076W	2086.22	1291.38	2537.62	1903.2
YOR186C-A	3	8	11	7
YOR381W	450.25	254.5	471.5	312.07
YOR113W	1786.99	1839.67	2061.16	2670.92
YOR273C	1653.12	1635.58	1775.17	2329.75
tN(GUU)O1	10.1	3	5.18	13.2
YOR161W-A	101	49	97	73
YOL147C	922.5	718	1108	998
YOR338W	1019.5	581.83	1264.42	760.2
YOR178C	690.53	769.12	755.57	1119.75
YOR188W	3416.67	2511.25	3798.04	3551.68
YOL159C	261	314.5	265	453
YOR382W	440	279	517	366
YOL071W	161	105	163	129
YOR363C	1254.19	993.5	1444	1475.3
YOR069W	959.21	781.46	1097.92	1063.83
YOR075W	374.25	323.25	557	486.75
YOR124C	5857.17	4104.25	6155	5601
YOR008W-B	53	31	57.5	36
snR31	3195.5	2158.75	2894.25	2629.25
YOL025W	1015.15	770	1122.06	1080.95
YOR057W	1117.72	707.05	1301.34	1094.58
YOR265W	464	264	548	353.75
YOL127W	11489.08	6421.33	12382.25	8088.25
YOR107W	978.08	577.4	1180.42	839.04
YOL142W	623	393.07	751	515
YOR239W	3655.05	2233.94	4095.32	3124.97
YOL091W	98.67	50.68	89.17	95
YOR317W	5661.24	4201.17	6137.67	5702.25
YOR370C	3866.2	2343	4306.56	3335
tM(CAU)O1	4.7	4	10.17	6.5
YOR211C	1511.2	776.2	1581.35	1121.32
YOR191W	3670.11	2240.5	3794.21	3157.56
YOL064C	1402	1079	1629	1462
tT(AGU)O1	0	0	0	0
YOL049W	4417.5	2815.62	5073.34	3888.65
YOL043C	294	148	341.25	263
YOR043W	1976.81	1076.63	2015.25	1466.05
YOR331C	8.25	4	4.25	7.25
YOR309C	667.48	330.5	861.21	473.47
YOR104W	277.5	450.86	303.58	660
YOL114C	25	112	27	151
YOR300W	86.2	71.11	89.5	99
YOR220W	1081	3174.05	1467.39	4547.12
YOR378W	76.1	41	72.32	56
YOL059W	3537.42	2598.1	3878.56	3509.22
YOR386W	411	466.15	426.11	605.42
YOL027C	3215	1740	3542.25	2389
snR62	91.05	39	79	62
snR17a	14154.91	11378.25	13888.5	14037.51
YOL155C	585.5	233.17	565	259.33
YOR375C	3370.08	2646	3042.5	3378
snR35	2932.17	2304	2965.75	2693.42
YOR100C	40.17	40	31.17	38
YOL026C	478.75	459	585	590.38
YOL012C	500	525	603.25	803
YOR026W	218.6	184	276.25	269.53
YOR359W	3801	2203.35	4038.53	3109.4
YOR250C	941	858	1070.5	1198.25
YOL013C	1442	1321	1592	1870
YOR272W	1770	604	2054	989.83
tG(GCC)O2	0	1	1	1
YOL164W-A	10	81	14.5	116
YOL082W	1104	1703	1280	2568.88
snR36	1625.24	1043.8	1461	1173
YOR035C	1345	2014.75	1515.2	2723
YOL016C	1055	2063	1292	2684.58
YOR007C	6095.25	4128.5	6711.5	5594.5
YOR325W	2	1	0	1
YOL085W-A	178	134	154	154
YOL160W	16	3	21	6
YOR361C	5643.7	2566	5741.81	3489.5
YOL158C	925	417	865	551
YOR315W	375.04	615.5	470.2	875
YOR010C	173.48	91.5	194.31	116.5
YOR384W	9	5.25	4	5
YOR234C	4140.25	1982	4263.75	2461.5
YOR283W	487	271.55	520	358.6
YOR020W-A	109.17	92.17	91	138.1
YOL045W	2291.87	2178.98	2691.28	3073.42
YOR102W	83.25	42	99.5	63
YOL128C	625	344	661.33	465.07
YOR360C	2619	1593.62	3116.75	2247
YOL097C	4651.12	2168.12	5238.2	3081
YOR164C	912	505	1032.67	795
YOR175C	1716.25	1285.5	1772.17	1807.5
tP(UGG)O1	13.25	5.61	10.56	6.6
YOR086C	6367.92	4398.62	6581.88	5838.62
YOR242C	215.75	75	265	75
YOR155C	336.36	300	364	492
YOL019W-A	0	1	1	1
YOL030W	9239.62	5286	9829.15	6931.08
YOR323C	4282.83	2805	4593.5	3893
YOL017W	88.43	75.62	115.71	87.67
YOR233W	1660.5	1039.07	1812.55	1484.67
YOL037C	0.5	3	1	4
YOR083W	83.42	88	81.25	108.44
YOL010W	665.33	294.22	692.73	407.57
YOR118W	996.25	587.47	1178.26	912.21
YOR128C	2257.25	1570.93	2383.54	1990.44
YOL125W	578.94	255	581.5	384
YOL004W	12077.58	7689.36	12450.9	9832.53
YOR177C	139.12	115.38	199.12	169.83
YOR166C	1129.83	737.25	1400.5	1053.32
YOR006C	227	85	264	116
YOR324C	937.7	470.1	921.08	699.2
YOL024W	37.83	31.5	47.07	42.96
YOR033C	1115.17	539.25	1260	820
YOL033W	603	240	646.15	325.1
YOL070C	883	405.5	973.25	652
YOR116C	6525.14	3002.25	6696.17	4250.5
YOL067C	253	155	302	194
YOR145C	1577	600.25	1714.75	857
YOR304C-A	96	98.25	111	157
YOR192C	357.5	219.5	365.6	269.1
YOL109W	1998.35	1168	2445.79	1694.57
YOR078W	338.5	150.5	393.5	183
YOR134W	567.65	4417.67	902.14	6289.92
YOR131C	269	222.7	303.3	303.83
YOR368W	159	122	196.25	209
YOL111C	1131	822	1242.25	1186
YOR168W	8384.94	4213.21	9100	5759.25
YOR226C	132	76	157	100
YOL162W	45.25	74.58	51.58	134.79
YOR334W	953	578	1189.17	819
YOR241W	2009.5	1284.83	2266.75	1803.8
tP(UGG)O2	3.56	1.67	3.06	1.13
YOR245C	909.25	824	1114.25	1172
YOL009C	166	121	225	189
YOR153W	28978.92	24062.11	29486.59	32155.3
YOR358W	96	51.33	87	71
YOR335W-A	0	0	0	0
YOR170W	1.22	2.17	2.72	2.31
YOR267C	7147.79	6014.08	8133.35	8065
YOR081C	2557.5	3013.5	2809.75	3977.88
YOL145C	3795	2028	4313	3076.17
YOL156W	23.06	38.83	27.75	53
YOR322C	3195.17	2212	3332.08	3088.22
YOL044W	436.52	402.97	519.31	663.05
YOR054C	723.25	675.5	820	1042.17
YOL031C	1498.25	1510.06	1832.6	2127
YOR034C-A	67	97	67	162.5
YOR306C	1286	1127	1336.87	1494.83
YOR261C	1611	1018	1978	1530
YOR293W	7796	4014.75	8515.96	5425.83
YOR062C	173	274	211.5	372
YOR339C	17	9	26	19
YOR067C	1984	1212.33	2093.28	1664
YOR312C	12230.55	6622.75	13945.92	8647.75
YOR094W	128	97	160.67	169.5
YOL135C	660.5	484.06	815.33	679
YOL105C	4024.29	2758.99	4130.07	3710.2
YOR329W-A	9.33	6	6	3.5
YOR197W	3888.32	4206.35	3989.75	5459.04
YOL104C	1020.82	665.17	1104.2	956.1
YOR262W	983.12	540	1270.2	837.97
YOR167C	835.5	291	839	396
YOL015W	179.2	173.17	223.16	259.52
YOR161C	153	176.07	124.21	213.79
YOR393W	89	71.5	119.5	100
YOR105W	193.5	349.86	201.5	506
YOR210W	1747.75	1069.5	2097	1476.75
YOR364W	25	18	32.25	17
YOL087C	1993	2227	2238	3013
YOR127W	3008.82	2931.13	3407.83	4146.04
YOR184W	4053.75	2401.5	4190.92	3297.75
YOR150W	981	596.5	1290.5	779.59
YOR179C	332	177	450.1	235
YOR340C	1756	686	2208	993
YOR354C	2437.5	1014	2814.5	1571
YOR217W	1825.75	942.08	1996.12	1287.75
YOR298W	34.5	27.83	32.68	56.33
YOL006C	1749	1469.62	2070	2033.5
YOR259C	1632.33	1217	1843.75	1704.5
YOR318C	30	18	41	21
YOR320C	1932.17	1225	2191.67	1896
YOR222W	800	476.25	804	715
YOL165C	11.33	26.5	16	46.67
YOL007C	1516.92	710.25	1842.88	1039.38
YOR307C	2462	1474	2741	2108
YOL051W	5859.68	3746.08	6755.75	5432.05
YOR091W	2203.81	1056.58	2722.5	1532.26
YOR079C	487.05	498	570.5	675.75
YOL022C	1749	825	2194	1149
YOR278W	521.14	337	642	541
YOR024W	2	3	5	1
YOL148C	976	697	1113	1002
YOL078W	1264.22	653.92	1339.95	1022.59
tP(UGG)O3	45	17.1	33	41.2
YOR089C	853	713.75	988	914
YOL098C	5606.5	3193	5560.75	4357.08
YOR171C	1757.5	866	1946.5	1314
YOL089C	1376.83	1201	1629.17	1706.42
YOL150C	147	40	166	72
YOR095C	884.25	542	987	837
YOL146W	384	311	439.17	407.29
YOR224C	3683.25	1941	3929.08	2648.83
YOR302W	1886	1393	2135	1803
YOR286W	1436	687.4	1736	955.5
YOR046C	4571	2253.25	5435.31	3322
tG(CCC)O	8	1	6	4
YOR388C	52.62	58.6	69.67	56.62
YOR228C	345	258	316.1	310
YOL112W	192.71	283.25	201.25	452.12
YOR141C	2500	1734	2806.5	2539.72
YOL131W	2.33	6	3	8
YOR049C	61	29	50	28
YOL143C	1790	1293	2007.75	1786.5
YOR172W	930.55	556.42	927.13	832.83
YOR149C	1703	1080	1736	1583
YOL164W	443.83	667	428.33	880
YOR011W	1105.61	516.45	1132.83	668.65
YOR071C	1086.5	490	1049.5	609
YOR022C	713.3	584.25	809	859.25
YOR125C	552.5	296.1	758.05	434.22
YOL141W	1121.17	491.12	1231.27	639.4
YOR101W	880.67	344.45	1065.47	549.42
YOR263C	2.25	0	0.83	1
YOR383C	1105	838	1135.75	954.5
YOR056C	1066	423	1288	629.86
YOL075C	1294	741	1230.08	1065.5
YOR073W-A	0.17	0	1	0
YOR246C	484.5	222	457	321
YOR042W	1597.29	1306.75	1698.75	1910.9
YOR236W	530	479.25	706.07	627
YOR183W	8	1	6.5	3.5
YOR176W	2800	2514.83	3021.75	3351.17
YOR238W	762.83	496.17	949.22	752
YOR367W	1031	774	1265	1032
YOR297C	612	354	603	531
YOR310C	4405.85	1959.5	4894.71	2718.3
YOR063W	20157.17	10313.73	19037.33	13058.28
YOR189W	119	60	115	100
